"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"216","Agreement between China and France respecting Sino-Indochinese relations","China*, France","provisionally on 28 February 1946 by signature, in accordance with article III(IV)",1948-04-05,"Mutual relations","Bilateral","14 (p.137)",1946-02-28,1948,4,5,1946,2,28,"Chungking",1946-02-28,1946,2,28,NA,NA,NA,NA,NA
"223","Agreement between Denmark and Norway respecting the transfer of members between sick funds in Denmark and Norway","Denmark*, Norway","1 January 1948 , in accordance with paragraph 7",1948-04-16,"Insurance, Health and health services","Bilateral","14 (p.307)",1948-01-01,1948,4,16,1948,1,1,"Oslo",1948-01-21,1948,1,21,NA,NA,NA,NA,NA
"207","Agreement between Denmark and Sweden respecting the transfer of members between sick funds in Denmark and Sweden","Denmark*, Sweden","1 January 1948 , in accordance with paragraph 7",1948-03-04,"Insurance, Health and health services","Bilateral","14 (p.3)",1948-01-01,1948,3,4,1948,1,1,"Copenhagen",1947-12-23,1947,12,23,NA,NA,NA,NA,NA
"92","Agreement between the Government of the Republic of China and the Government of the United States of America on the principle applied to mutual aid in prosecution of the war against aggression authorized and provided for by the Acts of 11 March 1941 of the Congress of the United States","China*, United States of America","2 June 1942 by notification, in accordance with article VIII",1948-04-05,"War, Assistance","Bilateral","14 (p.344)",1942-06-02,1948,4,5,1942,6,2,"Washington",1942-06-02,1942,6,2,NA,NA,NA,NA,NA
"211","Agreement between the Government of the Turkish Republic and the Government of the Netherlands respecting air communications","Netherlands, Turkey*","3 September 1947 , in accordance with article 11",1948-03-09,"Transport, Aviation","Bilateral","14 (p.59)",1947-09-03,1948,3,9,1947,9,3,"Ankara",1947-03-19,1947,3,19,NA,NA,NA,NA,NA
"209","Agreement between the Government of the Turkish Republic and the Provisional Government of the French Republic respecting air communications","France, Turkey*","30 June 1947 by the exchange of the instruments of ratification, in accordance with article 11",1948-03-09,"Transport, Aviation","Bilateral","14 (p.33)",1947-06-30,1948,3,9,1947,6,30,"Ankara",1946-10-12,1946,10,12,NA,NA,NA,NA,NA
"96","Agreement between the Governments of China and Canada on the principles applying to the provision by Canada of Canadian war supplies to China under the War Appropriation (United Nations Mutual Aid) Act of Canada 1943","Canada, China*","22 March 1944 by signature, in accordance with article 11",1948-04-05,"War, Military matters, Assistance","Bilateral","14 (p.397)",1944-03-22,1948,4,5,1944,3,22,"Ottawa",1944-03-22,1944,3,22,NA,NA,NA,NA,NA
"214","Agreement between the Turkish Republic and the Czechoslovak Republic respecting air communications","Czechoslovakia, Turkey*","12 December 1947 by the exchange of the instruments of ratification, in accordance with article 10",1948-03-31,"Transport, Aviation","Bilateral","14 (p.101)",1947-12-12,1948,3,31,1947,12,12,"Ankara",1947-03-05,1947,3,5,NA,NA,NA,NA,NA
"222","Agreement for the maintenance or restoration of industrial property rights affected by the second world war","Belgium, Brazil, Bulgaria, Czechoslovakia, Denmark, Dominican Republic, Finland, France, Greece, Hungary, Ireland, Italy, Lebanon, Liechtenstein, Luxembourg, Netherlands, Netherlands, New Zealand, Norway, Poland, Portugal, Romania, Spain, Spanish Colonies, Spanish Morocco, Sweden, Switzerland, Syria, Turkey, Union of South Africa, United Kingdom of Great Britain and Northern Ireland","23 May 1947 , in accordance with article 9",1948-04-16,"War, Property matters, Claims-Debts","Multilateral","14 (p.287)",1947-05-23,1948,4,16,1947,5,23,"Neuchâtel",1947-02-08,1947,2,8,NA,NA,NA,NA,NA
"208","Air Transport Agreement between the Swedish Government and the Government of the Turkish Republic","Sweden, Turkey*","24 October 1946 by the exchange of the instruments of ratification, in accordance with article 11",1948-03-09,"Transport, Aviation","Bilateral","14 (p.21)",1946-10-24,1948,3,9,1946,10,24,"Ankara",1946-06-26,1946,6,26,NA,NA,NA,NA,NA
