"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"404","Agreement between the Government of Belgium and the British Occupation Authorities in Germany respecting the issue of frontier passes for the crossing of the Belgian-German frontier","Belgium*, British Occupation Authorities in Germany","1 March 1949 , in accordance with paragraph 12",1949-04-11,"Frontiers","Bilateral","27 (p.135)",1949-03-01,1949,4,11,1949,3,1,"BadSalzuflen",1948-12-29,1948,12,29,NA,NA,NA,NA,NA
"414","Agreement between the Government of Canada and the Government of Sweden for air services between Canadian and Swedish territories","Canada, Sweden","27 June 1947 by signature, in accordance with article 12",1949-04-13,"Transport, Aviation","Bilateral","27 (p.313)",1947-06-27,1949,4,13,1947,6,27,"Ottawa",1947-06-27,1947,6,27,NA,NA,NA,NA,NA
"415","Agreement between the Government of India and the Government of the French Republic relating to air services","France, India","16 July 1947 by signature, in accordance with article XII",1949-04-13,"Transport, Aviation","Bilateral","27 (p.325)",1947-07-16,1949,4,13,1947,7,16,"NewDelhi",1947-07-16,1947,7,16,NA,NA,NA,NA,NA
"408","Agreement between the Governments of Canada and the United Kingdom of Great Britain and Northern Ireland for the avoidance of double taxation and the prevention of fiscal evasion with respect to taxes on income","Canada, United Kingdom of Great Britain and Northern Ireland","6 November 1946 , in accordance with article XVI",1949-04-13,"Taxation, Finance","Bilateral","27 (p.207)",1946-11-06,1949,4,13,1946,11,6,"London",1946-06-05,1946,6,5,NA,NA,NA,NA,NA
"413","Agreement between the Governments of Czechoslovakia and Denmark on air services","Czechoslovakia, Denmark","provisionally on 14 May 1947 by signature and definitively on 24 January 1948 by the exchange of the said letters, in accordance with article 11",1949-04-13,"Transport, Aviation","Bilateral","27 (p.297)",1947-05-14,1949,4,13,1947,5,14,"Copenhagen",1947-05-14,1947,5,14,NA,NA,NA,NA,NA
"411","Agreement between the Governments of Czechoslovkia and Ireland relating to air transport between their territories","Czechoslovakia, Ireland","provisionally on 29 January 1947 by signature and definitively on 11 August 1947 by notification, in accordance with article 12",1949-04-13,"Transport, Aviation","Bilateral","27 (p.267)",1947-01-29,1949,4,13,1947,1,29,"Dublin",1947-01-29,1947,1,29,NA,NA,NA,NA,NA
"394","Agreement between the Governments of the United States of America and Canada supplementary to the General Agreement on Tariffs and Trade","Canada, United States of America*","30 October 1947 by signature",1949-04-01,"General Agreement on Tariffs and Trade (GATT), Customs, Trade","Bilateral","27 (p.19)",1947-10-30,1949,4,1,1947,10,30,"Geneva",1947-10-30,1947,10,30,NA,NA,NA,NA,NA
"401","Agreement between the Governments of the United States of America, France, the Netherlands and the United Kingdom of Great Britain and Northern Ireland for the establishment of the Caribbean Commission","France, Netherlands, United Kingdom of Great Britain and Northern Ireland, United States of America*","6 August 1948 , in accordance with article XXI",1949-04-08,"Caribbean, Charters-Constitutions-Statutes","Multilateral","27 (p.77)",1948-08-06,1949,4,8,1948,8,6,"Washington",1946-10-30,1946,10,30,NA,NA,NA,NA,NA
"158","Agreement between UNRRA (United Nations Relief and Rehabilitation Administration) and the United Nations concerning the transfer to the United Nations of the residual assets and activities of the United Nations Relief and Rehabilitation Administration","United Nations, United Nations Relief and Rehabilitation Administration","24 September 1948 , in accordance with paragraph 7",1949-04-01,"Administration, Roads, Transport","Bilateral","27 (p.349)",1948-09-24,1949,4,1,1948,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Agreement for air services between the Governments of the United Kingom and Canada","Canada, United Kingdom of Great Britain and Northern Ireland","21 December 1945 by signature, in accordance with article 13",1949-04-13,"Transport","Bilateral","27 (p.155)",1945-12-21,1949,4,13,1945,12,21,"Bermuda",1945-12-21,1945,12,21,NA,NA,NA,NA,NA
