"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"569","Agreement between Belgium and France relating to frontier workers","Belgium*, France","8 January 1949 by signature, in accordance with article 39",1949-09-09,"Labour, Frontiers","Bilateral","36 (p.151)",1949-01-08,1949,9,9,1949,1,8,"Paris",1949-01-08,1949,1,8,NA,NA,NA,NA,NA
"564","Agreement between the Government of Pakistan and the Government of Sweden relating to air services","Pakistan, Sweden","6 May 1948 by signature, in accordance with article XII",1949-09-07,"Transport, Aviation","Bilateral","36 (p.3)",1948-05-06,1949,9,7,1948,5,6,"Karachi",1948-05-06,1948,5,6,NA,NA,NA,NA,NA
"568","Convention between Belgium and France on the nationality of married women","Belgium*, France","3 August 1949 by signature, in accordance with article 7",1949-09-09,"Family matters, Civil law, Women, Nationality","Bilateral","36 (p.145)",1949-08-03,1949,9,9,1949,8,3,"Paris",1947-01-09,1947,1,9,NA,NA,NA,NA,NA
"571","Convention between Belgium and Italy on social insurance","Belgium*, Italy","1 September 1949 , in accordance with article 40(2)",1949-09-09,"Insurance, Social matters","Bilateral","36 (p.305)",1949-09-01,1949,9,9,1949,9,1,"Brussels",1948-04-30,1948,4,30,NA,NA,NA,NA,NA
"573","Convention between the Netherlands and Belgium on the application of the legislation of the two countries in matters affecting social insurance","Belgium*, Netherlands","1 October 1949 , in accordance with article 23(2)",1949-09-09,"Insurance, Social matters","Bilateral","36 (p.349)",1949-10-01,1949,9,9,1949,10,1,"TheHague",1947-08-29,1947,8,29,NA,NA,NA,NA,NA
"565","Exchange of Aide-Memoire and exchange of letters constituting an agreement between the Governments of the United States of America and Sweden relating to foreign exchange transactions and modifying the Commercial Agreement of 25 May 1935 between the two Governments","Sweden, United States of America*","24 June 1947",1949-09-09,"Trade, Monetary matters, Finance","Bilateral","36 (p.25)",1947-06-24,1949,9,9,1947,6,24,"Washington",1947-06-24,1947,6,24,NA,NA,NA,NA,NA
"572","Exchange of Notes constituting an agreement between the Governments of Belgium and Luxembourg on the distribution of the assistance received from the United States under the Economic Co-operation Conventions","Belgium*, Luxembourg","14 January 1949 by the exchange of the said notes",1949-09-09,"Assistance, Economic matters","Bilateral","36 (p.339)",1949-01-14,1949,9,9,1949,1,14,"Brussels",1949-01-14,1949,1,14,"Brussels",1949-01-12,1949,1,12
"570","General Convention on social security; Supplementary Agreement on the system of social security applicable to frontier and seasonal workers; Supplementary Agreement on the social security system applicable to persons employed in mines and establishments treated as mines; Protocol on the old age allowance for employees and the temporary old age allowance; Protocol relating to unemployment allowances","Belgium*, France","1 July 1949",1949-09-09,"Social matters, Refugees, Mines (military), Labour","Bilateral","36 (p.233)",1949-07-01,1949,9,9,1949,7,1,"Brussels",1948-01-17,1948,1,17,NA,NA,NA,NA,NA
"567","Memorandum of Understanding between the Government of the United States of America and the Government of Italy regarding Italian assets in the United States of America and certain claims of United States nationals","Italy, United States of America*","14 August 1947 by notification, in accordance with article V",1949-09-09,"Claims-Debts, Property matters","Bilateral","36 (p.105)",1947-08-14,1949,9,9,1947,8,14,"Washington",1947-08-14,1947,8,14,NA,NA,NA,NA,NA
"566","Memorandum of Understanding between the Government of the United States of America and the Government of Italy regarding settlement of certain wartime claims and related matters","Italy, United States of America*","14 August 1947 by signature",1949-09-09,"War, Claims-Debts","Bilateral","36 (p.53)",1947-08-14,1949,9,9,1947,8,14,"Washington",1947-08-14,1947,8,14,NA,NA,NA,NA,NA
