"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"653","Agreement between the Governments of the United States of America and Siam relating to air service facilities at Don Muang Airport and Bangkapi in Siam","Siam, United States of America*","8 May 1947 by signature",1949-10-05,"Transport, Aviation","Bilateral","42 (p.241)",1947-05-08,1949,10,5,1947,5,8,"Bangkok",1947-05-08,1947,5,8,NA,NA,NA,NA,NA
"649","Agreement between the Governments of the United States of America and Sweden relating to air service facilities in Sweden","Sweden, United States of America*","30 September 1946 by signature",1949-10-05,"Transport, Aviation","Bilateral","42 (p.213)",1946-09-30,1949,10,5,1946,9,30,"Stockholm",1946-09-30,1946,9,30,NA,NA,NA,NA,NA
"651","Agreement between the Royal Norwegian Government and the Government of the United States of America regarding air communications facilities at Gardenmoen Airfield, Norway","Norway, United States of America*","12 November 1946 by signature",1949-10-05,"Transport, Aviation","Bilateral","42 (p.227)",1946-11-12,1949,10,5,1946,11,12,"Oslo",1946-11-12,1946,11,12,NA,NA,NA,NA,NA
"652","Agreement between the Swiss Government and the Government of the United States of America regarding SCS-51 equipment at Cointrin Airport, Geneva, Switzerland","Switzerland, United States of America*","30 April 1947 by signature",1949-10-05,"Aviation, Property matters","Bilateral","42 (p.235)",1947-04-30,1949,10,5,1947,4,30,"Bern",1947-04-30,1947,4,30,NA,NA,NA,NA,NA
"646","Agreement concerning commercial and financial relations between the Kingdom of Norway and the Argentine Republic","Argentina, Norway*","provisionally on 24 August 1949 , in accordance with article 42",1949-10-03,"Trade, Finance","Bilateral","42 (p.125)",1949-08-24,1949,10,3,1949,8,24,"BuenosAires",1949-08-09,1949,8,9,NA,NA,NA,NA,NA
"1042","Agreement for the Reciprocal Exemption from Income-Tax in certain Cases of Profits accruing from the Business of Shipping","Finland*, United Kingdom of Great Britain and Northern Ireland*","18 November 1925",1925-12-28,"Ships and shipping, Taxation, Transport","Bilateral","42 (p.445)",1925-11-18,1925,12,28,1925,11,18,"London",1925-11-18,1925,11,18,NA,NA,NA,NA,NA
"654","Egyptian-Israeli General Armistice Agreement","Egypt, Israel*","24 February 1949 by signature, in accordance with article XII",1949-10-06,"Middle East, Military matters","Bilateral","42 (p.251)",1949-02-24,1949,10,6,1949,2,24,"Rhodes",1949-02-24,1949,2,24,NA,NA,NA,NA,NA
"647","Exchange of notes constituting an agreement between the Governments of the United States of America and France relating to air service facilities in French territory","France, United States of America*","18 June 1946 by the exchange of the said notes",1949-10-05,"Transport, Aviation","Bilateral","42 (p.183)",1946-06-18,1949,10,5,1946,6,18,"Paris",1946-06-18,1946,6,18,NA,NA,NA,NA,NA
"648","Exchange of notes constituting an agreement between the Governments of the United States of America and the United Kingom of Great Britain and Northern Ireland relating to air service facilities with respect to the transfer and maintenance of radio range and SCS 51 equipment","United Kingdom of Great Britain and Northern Ireland, United States of America*","31 July 1946 by the exchange of the said notes",1949-10-05,"Aviation, Property matters","Bilateral","42 (p.199)",1946-07-31,1949,10,5,1946,7,31,"London",1946-07-31,1946,7,31,"London",1946-05-08,1946,5,8
"650","Exchange of notes constituting an arrangement between the Governments of the United States of America and Denmark relating to air service facilities at Kastrup Airport in Denmark","Denmark, United States of America*","1 October 1946 by the exchange of the said notes",1949-10-05,"Transport, Aviation","Bilateral","42 (p.219)",1946-10-01,1949,10,5,1946,10,1,"Copenhagen",1946-10-01,1946,10,1,"Copenhagen",1946-09-26,1946,9,26
"652","Agreement between the Swiss Government and the Government of the United States of America regarding SCS-51 equipment at Cointrin Airport, Geneva, Switzerland","Switzerland, United States of America*","30 April 1947 by signature",1949-10-05,"Aviation, Property matters","Bilateral","42 (p.235)",1947-04-30,1949,10,5,1947,4,30,"Bern",1947-04-30,1947,4,30,NA,NA,NA,NA,NA
"651","Agreement between the Royal Norwegian Government and the Government of the United States of America regarding air communications facilities at Gardenmoen Airfield, Norway","Norway, United States of America*","12 November 1946 by signature",1949-10-05,"Transport, Aviation","Bilateral","42 (p.227)",1946-11-12,1949,10,5,1946,11,12,"Oslo",1946-11-12,1946,11,12,NA,NA,NA,NA,NA
"649","Agreement between the Governments of the United States of America and Sweden relating to air service facilities in Sweden","Sweden, United States of America*","30 September 1946 by signature",1949-10-05,"Transport, Aviation","Bilateral","42 (p.213)",1946-09-30,1949,10,5,1946,9,30,"Stockholm",1946-09-30,1946,9,30,NA,NA,NA,NA,NA
"653","Agreement between the Governments of the United States of America and Siam relating to air service facilities at Don Muang Airport and Bangkapi in Siam","Siam, United States of America*","8 May 1947 by signature",1949-10-05,"Transport, Aviation","Bilateral","42 (p.241)",1947-05-08,1949,10,5,1947,5,8,"Bangkok",1947-05-08,1947,5,8,NA,NA,NA,NA,NA
