"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"1","Additional article to the Monetary Convention of May 27, 1873, and to the Supplementary Convention of October 16, 1875, signed at Copenhagen, on May 11, 1920, by Denmark, Norway and Sweden","Denmark*, Norway, Sweden","11 May 1920 by signature",1920-07-05,"Monetary matters","Multilateral","1 (p.15)",1920-05-11,1920,7,5,1920,5,11,"Copenhagen",1920-05-11,1920,5,11,NA,NA,NA,NA,NA
"7","Agreement between the United Nations and the Swiss Confederation on the Ariana Site","Swiss Confederation, United Nations","1 July 1946 by signature",1946-12-14,"United Nations (UN), Headquarters (organizations)","Bilateral","1 (p.153)",1946-07-01,1946,12,14,1946,7,1,"NewYork",1946-07-01,1946,7,1,"Bern",1946-06-11,1946,6,11
"1","Agreement concerning arrangements for the holding of the fifth session of the Council of the United Nations Relief and Rehabilitation Administration at the Palais des Nations, Geneva, concluded between the United Nations, the League of Nations and the United Nations Relief and Rehabilitation Administration","League of Nations, United Nations, United Nations Relief and Rehabilitation Administration","19 July 1946",1946-12-14,"United Nations (UN), Disaster relief, Conferences-Meetings, Cooperation","Multilateral","1 (p.97)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-07-19,1946,7,19,NA,NA,NA,NA,NA
"2","Agreement concerning the execution of the transfer to the United Nations of certain assets of the League of Nations","League of Nations, United Nations","19 July 1946",1946-12-14,"United Nations (UN), Property matters, League of Nations","Bilateral","1 (p.109)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-07-19,1946,7,19,NA,NA,NA,NA,NA
"3","Arrangement concluded between the United Nations and the League of Nations to give practical effect to certain provisions of the Agreement of July 19th, 1946, dealing with the execution of the transfer of League assets to the United Nations","League of Nations, United Nations","19 July 1946",1946-12-14,"United Nations (UN), Property matters, League of Nations","Bilateral","1 (p.119)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-07-31,1946,7,31,NA,NA,NA,NA,NA
"9","Convention between Greece and Bulgaria respecting reciprocal emigration","Bulgaria, Greece*","9 August 1920 by the exchange of the instruments of ratification",1920-08-25,"Immigration","Bilateral","1 (p.67)",1920-08-09,1920,8,25,1920,8,9,"Neuilly-sur-Seine",1919-11-27,1919,11,27,NA,NA,NA,NA,NA
"10","Convention between the United Kingdom and France respecting commercial relations between France and the Seychelles Islands, signed at London, April 16, 1902. Denunciation on the part of the United Kingdom","France, United Kingdom of Great Britain and Northern Ireland*","16 April 1902 by the exchange of the instruments of ratification",1920-09-07,"Trade","Bilateral","1 (p.80)",1902-04-16,1920,9,7,1902,4,16,"London",1920-06-05,1920,6,5,NA,NA,NA,NA,NA
"1","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice, in all legal disputes concerning the interpretation, application or validity of any treaty relating to the boundaries of British Honduras. London, 13 February 1946","United Kingdom of Great Britain and Northern Ireland","13 February 1946",1946-12-14,"International Court of Justice (ICJ), ICJ jurisdiction","Multilateral","1 (p.3)",1946-02-13,1946,12,14,1946,2,13,"London",1946-02-13,1946,2,13,NA,NA,NA,NA,NA
"10","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice. New York, 10 December 1946","Denmark","11 December 1946",1946-12-14,"International Court of Justice (ICJ), ICJ jurisdiction","Multilateral","1 (p.45)",1946-12-11,1946,12,14,1946,12,11,"NewYork",1946-12-10,1946,12,10,NA,NA,NA,NA,NA
"10","Protocol concerning the entry info force of the Agreement between the United Nations and the Food and Agriculture Organization of the United Nations","Food and Agriculture Organization of the United Nations, United Nations","14 December 1946",1947-02-03,"Mutual relations, Food and Agriculture Organization of the United Nations (FAO), Cooperation","Bilateral","1 (p.207)",1946-12-14,1947,2,3,1946,12,14,"NewYork",1947-02-03,1947,2,3,NA,NA,NA,NA,NA
